文件名,模态,真实攻击类型,攻击手法,预测攻击类型,是否预测正确,Confidence
mpls_DDoS_LOIC-HTTP_2405.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9746
Benign_7737.pcap,IPv4,Benign,,Benign,? 正确,0.9825
mpls_DDoS_LOIC-HTTP_1320.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
scion_Botnet_Screenshots_1336.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.8981
mpls_DoS_Hulk_3193.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9935
mpls_DDoS_LOIC-HTTP_1957.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9749
DoS_GoldenEye_8930.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
mpls_DoS_Slowloris_4318.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
geo_DDoS_LOIC-UDP_2435.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
Infiltration_Dropbox_1763.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9469
scion_Botnet_Screenshots_1401.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.911
mpls_DoS_Slowloris_3399.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
BruteForce_SSH-Patator_2428.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9133
DDoS_LOIC-HTTP_1999.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
ipv6_BruteForce_SSH-Patator_1341.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9619
Infiltration_NMAP-Portscan_2552.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9673
geo_DDoS_HOIC_424.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.9938
mpls_DDoS_HOIC_3876.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
mpls_Benign_4782.pcap,mpls,Benign,,Benign,? 正确,0.9668
mpls_BruteForce_FTP-Patator_2857.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_23324.pcap,ipv6,Benign,,Benign,? 正确,0.8297
geo_Benign_11918.pcap,geo,Benign,,Benign,? 正确,0.9753
mpls_BruteForce_SSH-Patator_897.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9665
mpls_DoS_Slowloris_2596.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
ipv6_DoS_GoldenEye_28279.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
mpls_Benign_11395.pcap,mpls,Benign,,Benign,? 正确,0.782
ipv6_Benign_28119.pcap,ipv6,Benign,,Benign,? 正确,0.7874
DoS_GoldenEye_4340.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_DDoS_LOIC-UDP_2773.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
ipv6_BruteForce_FTP-Patator_3653.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Infiltration_Dropbox_346.pcap,ipv6,Infiltration,Dropbox,Benign,? 错误,0.775
ipv6_BruteForce_FTP-Patator_725.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Benign_10115.pcap,IPv4,Benign,,Benign,? 正确,0.9433
geo_Benign_12183.pcap,geo,Benign,,Benign,? 正确,0.7934
BruteForce_FTP-Patator_3783.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Infiltration_Dropbox_3045.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9724
ipv6_Benign_24557.pcap,ipv6,Benign,,Benign,? 正确,0.7995
DDoS_LOIC-UDP_161.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_Botnet_Screenshots_1229.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9095
DDoS_HOIC_1357.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
scion_Infiltration_Dropbox_4194.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9446
Botnet_Screenshots_3160.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9013
Benign_2567.pcap,IPv4,Benign,,Benign,? 正确,0.8045
mpls_Benign_11118.pcap,mpls,Benign,,Benign,? 正确,0.9702
ipv6_DoS_GoldenEye_22834.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
Botnet_Screenshots_3053.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8945
ipv6_DoS_GoldenEye_23308.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9944
Benign_436.pcap,IPv4,Benign,,Benign,? 正确,0.9814
mpls_DDoS_LOIC-HTTP_3210.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.974
mpls_DoS_Hulk_3720.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9939
mpls_Botnet_Ares_2247.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8981
mpls_DDoS_HOIC_3249.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
scion_Botnet_Screenshots_2369.pcap,scion,Botnet,Screenshots,Botnet,? 正确,0.9159
ipv6_Benign_24884.pcap,ipv6,Benign,,Benign,? 正确,0.8237
scion_Infiltration_Dropbox_4913.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9709
scion_Infiltration_NMAP-Portscan_4941.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9482
BruteForce_FTP-Patator_2067.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-UDP_3513.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
mpls_DoS_Slowloris_4042.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9818
DoS_GoldenEye_2765.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9944
Infiltration_NMAP-Portscan_1440.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.5512
Benign_2320.pcap,IPv4,Benign,,Benign,? 正确,0.822
ipv6_BruteForce_FTP-Patator_2582.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_BruteForce_SSH-Patator_833.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.964
DoS_GoldenEye_8091.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_Benign_8821.pcap,mpls,Benign,,Benign,? 正确,0.95
ipv6_Botnet_Ares_2461.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9049
mpls_Benign_6092.pcap,mpls,Benign,,Benign,? 正确,0.8194
mpls_Botnet_Ares_523.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8645
mpls_DoS_Slowloris_1162.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9949
scion_BruteForce_SSH-Patator_3839.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9621
scion_Infiltration_Dropbox_3240.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9469
scion_Benign_22725.pcap,scion,Benign,,Benign,? 正确,0.9781
mpls_DDoS_LOIC-HTTP_2255.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9769
ipv6_Benign_27164.pcap,ipv6,Benign,,Benign,? 正确,0.7714
Benign_8893.pcap,IPv4,Benign,,Benign,? 正确,0.9733
scion_BruteForce_SSH-Patator_2363.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9603
scion_Benign_18313.pcap,scion,Benign,,Benign,? 正确,0.9776
Botnet_Screenshots_2672.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8919
mpls_DDoS_HOIC_3312.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9925
scion_Benign_14452.pcap,scion,Benign,,Benign,? 正确,0.8001
DoS_GoldenEye_6477.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9922
BruteForce_FTP-Patator_2613.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Benign_21712.pcap,scion,Benign,,Benign,? 正确,0.9514
scion_BruteForce_FTP-Patator_1714.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
scion_Infiltration_Dropbox_2360.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9451
scion_Infiltration_NMAP-Portscan_1254.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.828
mpls_Benign_10795.pcap,mpls,Benign,,Benign,? 正确,0.8216
mpls_BruteForce_SSH-Patator_1526.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.959
geo_DoS_GoldenEye_16123.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9924
Infiltration_NMAP-Portscan_3567.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9469
mpls_Benign_10240.pcap,mpls,Benign,,Benign,? 正确,0.9521
scion_BruteForce_SSH-Patator_1434.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9608
Botnet_Screenshots_2717.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8976
mpls_Infiltration_Dropbox_3603.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9676
scion_Benign_17970.pcap,scion,Benign,,Benign,? 正确,0.9732
BruteForce_SSH-Patator_1277.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9634
geo_Benign_12789.pcap,geo,Benign,,Benign,? 正确,0.8273
mpls_Botnet_Screenshots_2659.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9158
ipv6_Botnet_Ares_3375.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9152
geo_DoS_GoldenEye_20091.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9834
mpls_Benign_2842.pcap,mpls,Benign,,Benign,? 正确,0.975
geo_DoS_GoldenEye_16682.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
ipv6_DDoS_LOIC-UDP_3129.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_Infiltration_NMAP-Portscan_1155.pcap,scion,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9541
ipv6_Infiltration_Dropbox_4653.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9734
mpls_Botnet_Ares_1513.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.8915
BruteForce_SSH-Patator_1742.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9625
scion_BruteForce_SSH-Patator_3373.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9643
mpls_BruteForce_FTP-Patator_3217.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Botnet_Ares_990.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8194
DDoS_LOIC-HTTP_895.pcap,IPv4,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9874
scion_Benign_17478.pcap,scion,Benign,,Benign,? 正确,0.9815
geo_DDoS_LOIC-UDP_3655.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
mpls_DDoS_LOIC-UDP_1556.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
BruteForce_SSH-Patator_1380.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9556
ipv6_BruteForce_FTP-Patator_2250.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Benign_6308.pcap,IPv4,Benign,,Benign,? 正确,0.9761
DoS_GoldenEye_8745.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
ipv6_BruteForce_SSH-Patator_3522.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9646
geo_DoS_GoldenEye_20352.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9888
mpls_WebAttack_BruteForce-Web_32.pcap,mpls,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9497
scion_Benign_14047.pcap,scion,Benign,,Benign,? 正确,0.8236
mpls_Botnet_Screenshots_2672.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.8919
mpls_BruteForce_SSH-Patator_2476.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.962
geo_DoS_GoldenEye_14053.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
ipv6_Botnet_Ares_2736.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.9029
Botnet_Screenshots_2742.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9151
mpls_WebAttack_XSS_96.pcap,mpls,WebAttack,XSS,WebAttack,? 正确,0.9351
Botnet_Ares_2555.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.7961
mpls_DoS_Hulk_7691.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9923
scion_Benign_13648.pcap,scion,Benign,,Benign,? 正确,0.9762
ipv6_DoS_GoldenEye_24360.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9914
Infiltration_Dropbox_423.pcap,IPv4,Infiltration,Dropbox,Benign,? 错误,0.8298
mpls_Benign_6110.pcap,mpls,Benign,,Benign,? 正确,0.9525
ipv6_Infiltration_Dropbox_4439.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9709
mpls_DoS_Slowloris_2631.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
mpls_DoS_Slowloris_2558.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.9948
mpls_BruteForce_FTP-Patator_2237.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Botnet_Ares_2859.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9148
Botnet_Ares_1483.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9013
ipv6_Benign_22170.pcap,ipv6,Benign,,Benign,? 正确,0.8009
ipv6_Benign_28940.pcap,ipv6,Benign,,Benign,? 正确,0.8163
geo_DoS_GoldenEye_16108.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_DDoS_LOIC-HTTP_3338.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
ipv6_BruteForce_SSH-Patator_787.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9633
Infiltration_Dropbox_2207.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9469
geo_DoS_GoldenEye_11802.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DDoS_HOIC_5000.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
ipv6_Infiltration_NMAP-Portscan_4413.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9499
geo_Benign_16527.pcap,geo,Benign,,Benign,? 正确,0.9765
scion_Benign_14658.pcap,scion,Benign,,Benign,? 正确,0.9787
Botnet_Screenshots_3348.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9157
Benign_3835.pcap,IPv4,Benign,,Benign,? 正确,0.9714
mpls_DDoS_LOIC-UDP_214.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_BruteForce_SSH-Patator_3572.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9634
mpls_Benign_11551.pcap,mpls,Benign,,Benign,? 正确,0.9792
ipv6_Botnet_Ares_1341.pcap,ipv6,Botnet,Ares,Botnet,? 正确,0.8643
ipv6_Benign_24458.pcap,ipv6,Benign,,Benign,? 正确,0.82
BruteForce_FTP-Patator_1681.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_DDoS_LOIC-UDP_2748.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_DDoS_LOIC-HTTP_1882.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9729
DDoS_HOIC_838.pcap,IPv4,DDoS,HOIC,DoS/DDoS,? 正确,0.9923
scion_Benign_19413.pcap,scion,Benign,,Benign,? 正确,0.9822
scion_BruteForce_SSH-Patator_2093.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9615
DoS_GoldenEye_4561.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
scion_BruteForce_FTP-Patator_1106.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DDoS_LOIC-UDP_3580.pcap,geo,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9824
BruteForce_FTP-Patator_936.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DoS_Hulk_4387.pcap,mpls,DoS,Hulk,DoS/DDoS,? 正确,0.9944
DoS_GoldenEye_6931.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9908
geo_DoS_GoldenEye_14955.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9946
Infiltration_Dropbox_1070.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9348
mpls_DDoS_LOIC-HTTP_2657.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9561
scion_BruteForce_FTP-Patator_400.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
Botnet_Ares_2860.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.9022
mpls_Botnet_Ares_2170.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9035
ipv6_BruteForce_FTP-Patator_1565.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
geo_DoS_GoldenEye_15813.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DDoS_LOIC-UDP_268.pcap,IPv4,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_BruteForce_SSH-Patator_76.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9652
ipv6_DoS_GoldenEye_28779.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
DoS_GoldenEye_3790.pcap,IPv4,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
geo_Benign_12945.pcap,geo,Benign,,Benign,? 正确,0.9611
mpls_Benign_4916.pcap,mpls,Benign,,Benign,? 正确,0.983
scion_BruteForce_SSH-Patator_3124.pcap,scion,BruteForce,SSH-Patator,BruteForce,? 正确,0.9628
Infiltration_NMAP-Portscan_450.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9312
mpls_DDoS_LOIC-HTTP_1093.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
ipv6_DoS_Hulk_2701.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9935
ipv6_Benign_26789.pcap,ipv6,Benign,,Benign,? 正确,0.773
ipv6_Infiltration_Dropbox_69.pcap,ipv6,Infiltration,Dropbox,Benign,? 错误,0.7311
geo_Benign_15968.pcap,geo,Benign,,Benign,? 正确,0.8324
Infiltration_Dropbox_1136.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9563
ipv6_Infiltration_Dropbox_3544.pcap,ipv6,Infiltration,Dropbox,Infiltration,? 正确,0.9473
Benign_8053.pcap,IPv4,Benign,,Benign,? 正确,0.9265
Botnet_Screenshots_2129.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.8643
ipv6_DoS_GoldenEye_28845.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9947
BruteForce_FTP-Patator_2445.pcap,IPv4,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Infiltration_Dropbox_1197.pcap,ipv6,Infiltration,Dropbox,Benign,? 错误,0.7953
geo_DoS_GoldenEye_20050.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_BruteForce_FTP-Patator_4989.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Infiltration_NMAP-Portscan_3210.pcap,mpls,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.97
ipv6_Botnet_Screenshots_321.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.9155
ipv6_Infiltration_NMAP-Portscan_4238.pcap,ipv6,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9741
ipv6_DoS_Hulk_2452.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9939
mpls_Botnet_Screenshots_1728.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9004
Infiltration_Dropbox_2295.pcap,IPv4,Infiltration,Dropbox,Infiltration,? 正确,0.9724
ipv6_BruteForce_SSH-Patator_4384.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9638
geo_DoS_GoldenEye_10929.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_BruteForce_FTP-Patator_1800.pcap,scion,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_Infiltration_Dropbox_2056.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9461
scion_Benign_23025.pcap,scion,Benign,,Benign,? 正确,0.8021
mpls_DoS_Slowloris_2694.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
Infiltration_NMAP-Portscan_1798.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9461
scion_Botnet_Ares_782.pcap,scion,Botnet,Ares,Botnet,? 正确,0.894
mpls_DDoS_HOIC_3452.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9872
ipv6_DoS_GoldenEye_28880.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
scion_Infiltration_Dropbox_663.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9614
scion_Benign_14246.pcap,scion,Benign,,Benign,? 正确,0.9753
mpls_Benign_5621.pcap,mpls,Benign,,Benign,? 正确,0.9743
mpls_BruteForce_SSH-Patator_946.pcap,mpls,BruteForce,SSH-Patator,BruteForce,? 正确,0.9587
geo_DoS_GoldenEye_20339.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9927
scion_Benign_16678.pcap,scion,Benign,,Benign,? 正确,0.7975
ipv6_Botnet_Screenshots_1544.pcap,ipv6,Botnet,Screenshots,Botnet,? 正确,0.8641
geo_DDoS_LOIC-HTTP_292.pcap,geo,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9682
geo_DDoS_HOIC_3733.pcap,geo,DDoS,HOIC,DoS/DDoS,? 正确,0.8465
Botnet_Ares_1883.pcap,IPv4,Botnet,Ares,Botnet,? 正确,0.8569
ipv6_BruteForce_FTP-Patator_4823.pcap,ipv6,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DDoS_HOIC_4892.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9936
mpls_Benign_6692.pcap,mpls,Benign,,Benign,? 正确,0.9744
mpls_DDoS_LOIC-UDP_492.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.9834
ipv6_DoS_GoldenEye_29787.pcap,ipv6,DoS,GoldenEye,DoS/DDoS,? 正确,0.9672
scion_Benign_21469.pcap,scion,Benign,,Benign,? 正确,0.9764
ipv6_DDoS_LOIC-UDP_1949.pcap,ipv6,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
ipv6_Benign_1208.pcap,ipv6,Benign,,Benign,? 正确,0.9719
mpls_BruteForce_FTP-Patator_1130.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
ipv6_Benign_2516.pcap,ipv6,Benign,,Benign,? 正确,0.9834
mpls_Benign_4285.pcap,mpls,Benign,,Benign,? 正确,0.9738
geo_DoS_GoldenEye_15107.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9903
mpls_DoS_Slowloris_3087.pcap,mpls,DoS,Slowloris,DoS/DDoS,? 正确,0.993
geo_Benign_12432.pcap,geo,Benign,,Benign,? 正确,0.971
WebAttack_BruteForce-Web_197.pcap,IPv4,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9498
ipv6_DoS_Hulk_1251.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9921
ipv6_DoS_Hulk_2691.pcap,ipv6,DoS,Hulk,DoS/DDoS,? 正确,0.9948
mpls_Botnet_Ares_766.pcap,mpls,Botnet,Ares,Botnet,? 正确,0.9022
Infiltration_NMAP-Portscan_929.pcap,IPv4,Infiltration,NMAP-Portscan,Infiltration,? 正确,0.9471
mpls_Benign_9711.pcap,mpls,Benign,,Benign,? 正确,0.9696
geo_Benign_19811.pcap,geo,Benign,,Benign,? 正确,0.9784
mpls_DDoS_LOIC-UDP_2054.pcap,mpls,DDoS,LOIC-UDP,DoS/DDoS,? 正确,0.984
scion_Infiltration_NMAP-Portscan_209.pcap,scion,Infiltration,NMAP-Portscan,Benign,? 错误,0.8247
mpls_DDoS_HOIC_2734.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
geo_DoS_GoldenEye_11531.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9945
Botnet_Screenshots_2701.pcap,IPv4,Botnet,Screenshots,Botnet,? 正确,0.9013
BruteForce_SSH-Patator_1591.pcap,IPv4,BruteForce,SSH-Patator,BruteForce,? 正确,0.9635
scion_Infiltration_Dropbox_2217.pcap,scion,Infiltration,Dropbox,Infiltration,? 正确,0.9709
ipv6_DDoS_LOIC-HTTP_3493.pcap,ipv6,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.957
geo_Benign_18774.pcap,geo,Benign,,Benign,? 正确,0.9762
ipv6_Benign_27873.pcap,ipv6,Benign,,Benign,? 正确,0.9813
mpls_Infiltration_Dropbox_4397.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9732
ipv6_Benign_23309.pcap,ipv6,Benign,,Benign,? 正确,0.8071
mpls_Infiltration_Dropbox_4634.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9469
ipv6_BruteForce_SSH-Patator_4102.pcap,ipv6,BruteForce,SSH-Patator,BruteForce,? 正确,0.9635
scion_WebAttack_BruteForce-Web_156.pcap,scion,WebAttack,BruteForce-Web,WebAttack,? 正确,0.9476
geo_DoS_GoldenEye_21759.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9948
mpls_DDoS_LOIC-HTTP_4079.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.9569
geo_DoS_GoldenEye_12155.pcap,geo,DoS,GoldenEye,DoS/DDoS,? 正确,0.9818
mpls_DDoS_LOIC-HTTP_1395.pcap,mpls,DDoS,LOIC-HTTP,DoS/DDoS,? 正确,0.8238
mpls_BruteForce_FTP-Patator_2409.pcap,mpls,BruteForce,FTP-Patator,BruteForce,? 正确,0.9752
mpls_DDoS_HOIC_4128.pcap,mpls,DDoS,HOIC,DoS/DDoS,? 正确,0.9924
mpls_Infiltration_Dropbox_4843.pcap,mpls,Infiltration,Dropbox,Infiltration,? 正确,0.9741
mpls_Botnet_Screenshots_2572.pcap,mpls,Botnet,Screenshots,Botnet,? 正确,0.9157
